constraints_hash,constraint_type,n_x,n_c,qubo_string,has_feasible_solution,n_layers_h,total_time_hr_h,AR_h,AR_feas_h,p_feasible_h,p_optimal_h,converged_h,finished_h,n_layers_p,total_time_hr_p,AR_p,AR_feas_p,p_feasible_p,p_optimal_p,converged_p,finished_p,max_total_time_hr,min_total_time_hr
"['x_0 + x_1 + x_2 == 1', 'x_3 + x_4 + x_5 == 2']",assignment+cardinality,6,2, 1*x_0 + 4*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -3*x_0 x_4 + -1*x_1 + -5*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + -1*x_2 + 4*x_2 x_4 + -5*x_2 x_5 + 3*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + 2*x_5,True,1,0.0010939131180445353,0.4847593735450359,0.9655999999999999,1.0,0.8681,True,True,1.0,0.001619500584072537,0.9565151855847585,0.5716666666666665,0.7571,0.1947,True,True,0.001619500584072537,0.0010939131180445353
"['5*x_0*x_0 + 2*x_0*x_1 + 2*x_0*x_2 + 3*x_0*x_3 + 1*x_0*x_4 + 1*x_1*x_1 + 4*x_1*x_2 + 4*x_1*x_3 + 3*x_1*x_4 + 1*x_2*x_2 + 3*x_2*x_3 + 1*x_2*x_4 + 5*x_3*x_3 + 1*x_3*x_4 + 5*x_4*x_4 <= 23', '7*x_5 + 10*x_6 + 9*x_7 <= 8']",quadratic_knapsack+knapsack,8,2, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,True,1,0.0016198156939612495,0.3082358866544539,0.5916153846153845,1.0,0.0806,True,True,,,,,,,,False,0.0016198156939612495,0.0016198156939612495
"['1*x_0*x_0 + 4*x_0*x_1 + 1*x_0*x_2 + 5*x_0*x_3 + 2*x_1*x_1 + 3*x_1*x_2 + 3*x_1*x_3 + 5*x_2*x_2 + 4*x_2*x_3 + 5*x_3*x_3 <= 22', 'x_4 + x_5 >= 2']",quadratic_knapsack+cardinality,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,True,1,0.0016370794508192275,0.6623611777561,0.5338285714285714,1.0,0.0995,True,True,,,,,,,,False,0.0016370794508192275,0.0016370794508192275
"['3*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 4*x_3*x_6 + 5*x_4*x_4 + 4*x_4*x_5 + 2*x_4*x_6 + 2*x_5*x_5 + 4*x_5*x_6 + 4*x_6*x_6 <= 17', 'x_0 + x_1 + x_2 <= 3']",cardinality+quadratic_knapsack,7,2, -4*x_0 + 4*x_0 x_1 + -2*x_0 x_2 + -2*x_0 x_3 + 4*x_0 x_4 + -5*x_0 x_5 + -1*x_0 x_6 + -3*x_1 x_2 + 4*x_1 x_3 + 2*x_1 x_4 + 1*x_1 x_5 + -5*x_1 x_6 + -5*x_2 + -4*x_2 x_3 + 1*x_2 x_4 + -3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 + 3*x_3 x_4 + 4*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -4*x_5 + -4*x_5 x_6 + -5*x_6,True,1,0.001659055683347914,0.48910061666726645,0.5480565217391303,1.0,0.0387,True,True,,,,,,,,False,0.001659055683347914,0.001659055683347914
"['3*x_2*x_2 + 1*x_2*x_3 + 3*x_2*x_4 + 4*x_2*x_5 + 5*x_3*x_3 + 4*x_3*x_4 + 2*x_3*x_5 + 2*x_4*x_4 + 4*x_4*x_5 + 4*x_5*x_5 <= 17', 'x_0 + x_1 <= 0']",cardinality+quadratic_knapsack,6,2, -2*x_0 + -4*x_0 x_1 + 2*x_0 x_2 + 2*x_0 x_3 + 3*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 1*x_1 x_3 + -2*x_1 x_4 + -5*x_2 x_3 + 4*x_2 x_4 + 3*x_2 x_5 + 3*x_3 + -3*x_3 x_4 + 2*x_3 x_5 + -1*x_4 + 2*x_4 x_5 + 3*x_5,True,1,0.0016787493228912354,0.5473475470625242,0.79433,1.0,0.2417,True,True,,,,,,,,False,0.0016787493228912354,0.0016787493228912354
"['4*x_0*x_0 + 3*x_0*x_1 + 3*x_0*x_2 + 2*x_0*x_3 + 2*x_0*x_4 + 2*x_1*x_1 + 3*x_1*x_2 + 2*x_1*x_3 + 3*x_1*x_4 + 3*x_2*x_2 + 5*x_2*x_3 + 4*x_2*x_4 + 3*x_3*x_3 + 5*x_3*x_4 + 1*x_4*x_4 <= 22', 'x_5 + x_6 + x_7 >= 3']",quadratic_knapsack+cardinality,8,2, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,True,1,0.0016948790020412869,0.6880097848530131,0.5176210526315788,1.0,0.0842,True,True,,,,,,,,False,0.0016948790020412869,0.0016948790020412869
"['5*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 1*x_3*x_6 + 4*x_4*x_4 + 1*x_4*x_5 + 5*x_4*x_6 + 4*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 19', 'x_0 + x_1 + x_2 <= 3']",cardinality+quadratic_knapsack,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,True,1,0.0017284495962990654,0.5093064190680617,0.5072666666666669,1.0,0.0165,True,True,,,,,,,,False,0.0017284495962990654,0.0017284495962990654
"['2*x_0 + 7*x_1 + 7*x_2 <= 7', '5*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 1*x_3*x_6 + 4*x_4*x_4 + 1*x_4*x_5 + 5*x_4*x_6 + 4*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 19']",knapsack+quadratic_knapsack,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,True,1,0.001762320399284363,0.5323076260509211,0.5020714285714285,1.0,0.1279,True,True,,,,,,,,False,0.001762320399284363,0.001762320399284363
"['4*x_3*x_3 + 5*x_3*x_4 + 2*x_3*x_5 + 5*x_3*x_6 + 4*x_4*x_4 + 3*x_4*x_5 + 5*x_4*x_6 + 3*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 22', 'x_0 + x_1 + x_2 >= 1']",cardinality+quadratic_knapsack,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,True,1,0.0017779811885621812,0.5938597535782792,0.5938115384615384,1.0,0.0117,True,True,,,,,,,,False,0.0017779811885621812,0.0017779811885621812
"['x_0 + x_1 == 1', 'x_2 + x_3 + x_4 + x_5 + x_6 == 3']",assignment+cardinality,7,2, -4*x_0 + -1*x_0 x_1 + 4*x_0 x_2 + 2*x_0 x_3 + -5*x_0 x_4 + 2*x_0 x_5 + -5*x_0 x_6 + 3*x_1 + 3*x_1 x_2 + 4*x_1 x_4 + 3*x_1 x_5 + -2*x_1 x_6 + -5*x_2 + 2*x_2 x_3 + -5*x_2 x_4 + 1*x_2 x_5 + 3*x_2 x_6 + -5*x_3 + -4*x_3 x_4 + 4*x_3 x_5 + 1*x_3 x_6 + -4*x_4 + -5*x_4 x_5 + -5*x_4 x_6 + -3*x_5 x_6 + 3*x_6,True,1,0.0009342113468382094,0.8959760627029114,0.9424125,1.0,0.7904,True,True,1.0,0.0018035577403174507,0.9618059673652621,0.36835625,0.9491,0.1187,True,True,0.0018035577403174507,0.0009342113468382094
"['3*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 4*x_3*x_6 + 5*x_4*x_4 + 4*x_4*x_5 + 2*x_4*x_6 + 2*x_5*x_5 + 4*x_5*x_6 + 4*x_6*x_6 <= 17', 'x_0 + x_1 + x_2 >= 1']",cardinality+quadratic_knapsack,7,2, -5*x_0 + 1*x_0 x_1 + 4*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + 4*x_1 x_5 + 4*x_1 x_6 + 1*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -3*x_2 x_5 + 3*x_2 x_6 + -3*x_3 + 1*x_3 x_4 + -5*x_3 x_6 + -4*x_4 + 1*x_4 x_5 + -3*x_4 x_6 + 3*x_5 + -1*x_5 x_6 + 1*x_6,True,1,0.0018173081345028348,0.5108783270899455,0.511414705882353,1.0,0.0435,True,True,,,,,,,,False,0.0018173081345028348,0.0018173081345028348
"['1*x_3*x_3 + 5*x_3*x_4 + 4*x_3*x_5 + 2*x_4*x_4 + 2*x_4*x_5 + 2*x_5*x_5 <= 8', '5*x_0*x_0 + 3*x_0*x_1 + 5*x_0*x_2 + 4*x_1*x_1 + 5*x_1*x_2 + 3*x_2*x_2 <= 14']",quadratic_knapsack+quadratic_knapsack,6,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_5 + -4*x_1 + -5*x_1 x_2 + -5*x_1 x_3 + -5*x_1 x_4 + -5*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + -1*x_2 x_5 + -5*x_3 + -5*x_3 x_5 + -1*x_4 + 1*x_4 x_5 + -1*x_5,True,1,0.0018210010396109686,0.5096809391023329,0.5900583333333332,1.0,0.08,True,True,,,,,,,,False,0.0018210010396109686,0.0018210010396109686
"['x_0 + x_1 == 1', 'x_2 + x_3 + x_4 <= 2']",assignment+cardinality,5,2, 3*x_0 + 1*x_0 x_2 + 3*x_0 x_4 + -5*x_1 + -3*x_1 x_2 + 3*x_2 + 3*x_2 x_3 + -5*x_2 x_4 + -4*x_3 + 2*x_3 x_4 + -3*x_4,True,1,0.001004498733414544,0.7570285726832734,0.753125,1.0,0.2575,True,True,1.0,0.00186370140976376,0.9706796141543672,0.6433949999999999,0.8167,0.1785,True,True,0.00186370140976376,0.001004498733414544
"['x_0 + x_1 + x_2 == 0', 'x_3 + x_4 >= 1']",cardinality+cardinality,5,2, -3*x_0 + -1*x_0 x_2 + -5*x_0 x_3 + 2*x_0 x_4 + 1*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -2*x_2 + -2*x_2 x_3 + 1*x_2 x_4 + 1*x_3 + -2*x_3 x_4 + -2*x_4,True,1,0.0011003953218460083,0.1725040560761809,0.991075,1.0,0.9805,True,True,1.0,0.001979320115513272,0.9786198443458627,0.33075000000000004,0.8845,0.0,True,True,0.001979320115513272,0.0011003953218460083
"['2*x_0 + 10*x_1 + 4*x_2 <= 6', '4*x_3*x_3 + 5*x_3*x_4 + 2*x_3*x_5 + 5*x_3*x_6 + 4*x_4*x_4 + 3*x_4*x_5 + 5*x_4*x_6 + 3*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 22']",knapsack+quadratic_knapsack,7,2, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,True,1,0.0020644489261839125,0.5212824528773465,0.7286520000000001,1.0,0.1406,True,True,,,,,,,,False,0.0020644489261839125,0.0020644489261839125
"['x_0 + x_1 >= 2', 'x_2 - x_3 - x_4 == 0']",cardinality+flow,5,2, -3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + -4*x_1 + -1*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -5*x_2 + 4*x_2 x_3 + 1*x_2 x_4 + -2*x_3 + -4*x_3 x_4 + 1*x_4,True,1,0.0006229970852533976,0.6666565345687354,0.6645812499999999,1.0,0.6645,True,True,2.0,0.0022162873215145536,0.9943527743311412,0.8861437499999998,0.9833,0.4764,True,True,0.0022162873215145536,0.0006229970852533976
"['2*x_0*x_0 + 5*x_0*x_1 + 4*x_0*x_2 + 2*x_0*x_3 + 4*x_0*x_4 + 5*x_1*x_1 + 5*x_1*x_2 + 2*x_1*x_3 + 1*x_1*x_4 + 4*x_2*x_2 + 1*x_2*x_3 + 2*x_2*x_4 + 5*x_3*x_3 + 4*x_3*x_4 + 2*x_4*x_4 <= 29', 'x_5 + x_6 <= 1']",quadratic_knapsack+cardinality,7,2, 3*x_0 x_2 + 3*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + -2*x_1 + -2*x_1 x_3 + 2*x_1 x_4 + -5*x_1 x_5 + 3*x_1 x_6 + 1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 1*x_2 x_6 + 4*x_3 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_4 + 3*x_4 x_5 + -1*x_4 x_6 + -4*x_5 + 2*x_5 x_6 + -1*x_6,True,1,0.0022564837005403307,0.5595486528329056,0.6113818181818181,1.0,0.0616,True,True,,,,,,,,False,0.0022564837005403307,0.0022564837005403307
"['5*x_0*x_0 + 3*x_0*x_1 + 5*x_0*x_2 + 4*x_1*x_1 + 5*x_1*x_2 + 3*x_2*x_2 <= 14', '5*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 1*x_3*x_6 + 4*x_4*x_4 + 1*x_4*x_5 + 5*x_4*x_6 + 4*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 19']",quadratic_knapsack+quadratic_knapsack,7,2, 3*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + -5*x_0 x_4 + -4*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -4*x_1 x_4 + 1*x_1 x_6 + 3*x_2 + 3*x_2 x_3 + 1*x_2 x_4 + -1*x_2 x_5 + -4*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -5*x_3 x_6 + -5*x_4 + -3*x_4 x_5 + 4*x_4 x_6 + -4*x_5 + -3*x_5 x_6 + 4*x_6,True,1,0.002281574871804979,0.533756472180751,0.5345263157894736,1.0,0.0284,True,True,,,,,,,,False,0.002281574871804979,0.002281574871804979
"['3*x_4*x_4 + 1*x_4*x_5 + 3*x_4*x_6 + 4*x_4*x_7 + 5*x_5*x_5 + 4*x_5*x_6 + 2*x_5*x_7 + 2*x_6*x_6 + 4*x_6*x_7 + 4*x_7*x_7 <= 17', 'x_0 + x_1 + x_2 + x_3 <= 1']",cardinality+quadratic_knapsack,8,2, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,True,1,0.0024725583526823258,0.6934459659397564,0.6844892857142858,1.0,0.0856,True,True,,,,,,,,False,0.0024725583526823258,0.0024725583526823258
